StartTime: 2017-06-22 22:50:08.967
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	q0	q1	q2	q3 
39.532	2015-01-01 00:04:9.900	0.0000	-0.1025	0.9814	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.1211	41.0400	5	-183	0	2043	2175	2034	2193	1	38961.31	0.00760	-0.00031	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.000	0.0005	-0.1021	0.9805	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.1266	41.0500	1	-184	1	2043	2167	2039	2185	1	38961.31	0.00757	-0.00027	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.100	0.0005	-0.1035	0.9829	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.1321	41.0200	3	-182	-1	2051	2154	2037	2174	1	38961.31	0.00754	-0.00027	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.200	0.0015	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.1211	41.0300	3	-184	0	2085	2110	2082	2154	100002	110.70	0.00763	-0.00027	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.300	0.0000	-0.1016	0.9824	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.1101	41.0100	4	-183	2	2074	2119	2081	2131	1	38961.31	0.00775	-0.00027	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.400	-0.0005	-0.1030	0.9834	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.1101	41.0200	1	-183	0	2090	2130	2058	2156	100002	110.70	0.00775	-0.00027	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.500	0.0000	-0.1035	0.9829	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.0662	41.0500	5	-186	-2	2121	2071	2138	2104	1	38961.31	0.00809	-0.00031	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.600	0.0000	-0.1045	0.9824	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.0991	41.0500	3	-181	1	2051	2149	2085	2121	1	38961.31	0.00781	-0.00031	-0.05209	0.99860 
39.532	2015-01-01 00:04:10.700	-0.0005	-0.1025	0.9839	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1046	41.0400	0	-181	2	2070	2123	2076	2170	1	38961.31	0.00778	-0.00031	-0.05212	0.99860 
39.532	2015-01-01 00:04:10.800	0.0010	-0.1021	0.9790	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1266	41.0400	4	-185	0	2049	2165	2043	2178	1	38961.31	0.00757	-0.00031	-0.05212	0.99860 
39.532	2015-01-01 00:04:10.900	0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1046	41.0400	4	-181	1	2088	2088	2154	2087	100002	110.70	0.00778	-0.00031	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.000	0.0005	-0.1035	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.0991	41.0200	1	-186	-2	2047	2153	2040	2167	100002	110.70	0.00784	-0.00031	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.100	-0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1376	41.0400	1	-185	1	2056	2163	2045	2163	100002	110.70	0.00751	-0.00031	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.200	-0.0005	-0.1045	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1595	41.0400	2	-183	1	2098	2102	2077	2148	1	38961.31	0.00729	-0.00031	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.300	0.0010	-0.1016	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1760	41.0400	2	-183	1	2118	2068	2138	2099	1	38961.31	0.00714	-0.00031	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.400	0.0005	-0.1021	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1925	41.0300	1	-189	2	2088	2085	2153	2077	100002	110.70	0.00699	-0.00027	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.500	0.0005	-0.1040	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.1705	41.0100	5	-183	1	2051	2144	2049	2156	1	38961.31	0.00720	-0.00027	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.600	0.0000	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.1980	41.0300	-1	-182	3	2073	2098	2127	2085	1	38961.31	0.00696	-0.00027	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.700	-0.0005	-0.1045	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2200	41.0300	0	-184	0	2059	2132	2053	2152	1	38961.31	0.00677	-0.00027	-0.05215	0.99860 
39.532	2015-01-01 00:04:11.800	0.0005	-0.1030	0.9795	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2035	41.0400	6	-186	-1	2048	2150	2033	2173	100002	110.70	0.00693	-0.00027	-0.05219	0.99860 
39.532	2015-01-01 00:04:11.900	0.0005	-0.1035	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.1980	41.0300	-1	-183	1	2100	2070	2171	2072	100002	110.70	0.00696	-0.00027	-0.05219	0.99860 
39.532	2015-01-01 00:04:12.000	0.0005	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.2145	41.0300	4	-181	-1	2121	2050	2170	2085	100002	110.70	0.00684	-0.00024	-0.05219	0.99860 
39.533	2015-01-01 00:04:12.100	0.0010	-0.1025	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2145	41.0400	1	-181	1	2051	2124	2074	2113	100002	110.70	0.00681	-0.00024	-0.05219	0.99860 
39.533	2015-01-01 00:04:12.200	0.0000	-0.1040	0.9849	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2255	41.0000	4	-184	-1	2051	2140	2051	2134	100002	110.70	0.00671	-0.00027	-0.05219	0.99860 
39.533	2015-01-01 00:04:12.300	-0.0005	-0.1011	0.9834	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2365	41.0400	0	-181	3	2120	2050	2195	2047	1	38961.31	0.00659	-0.00027	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.400	0.0000	-0.1035	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.2474	41.0200	1	-179	1	2086	2111	2081	2147	1	38961.31	0.00653	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.500	-0.0005	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2584	41.0400	2	-185	-4	2049	2136	2089	2113	100002	110.70	0.00641	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.600	-0.0015	-0.1025	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2804	41.0200	1	-186	-1	2123	2068	2158	2084	100002	110.70	0.00626	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.700	-0.0015	-0.1021	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2529	41.0400	4	-185	1	2088	2129	2041	2176	100002	110.70	0.00647	-0.00027	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.800	0.0010	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.2694	41.0200	2	-183	-1	2131	2089	2111	2125	100002	110.70	0.00632	-0.00027	-0.05215	0.99860 
39.533	2015-01-01 00:04:12.900	0.0010	-0.1021	0.9844	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2859	41.0300	0	-182	-1	2053	2163	2049	2167	100002	110.70	0.00620	-0.00024	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.000	-0.0005	-0.1035	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3134	41.0400	2	-186	3	2048	2149	2046	2161	1	38961.31	0.00595	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:13.100	0.0010	-0.1040	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3024	41.0400	2	-183	-1	2049	2149	2048	2156	1	38961.31	0.00604	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:13.200	-0.0005	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2969	41.0300	2	-184	0	2066	2147	2051	2146	100002	110.70	0.00607	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:13.300	-0.0005	-0.1030	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2804	41.0200	4	-182	-4	2082	2097	2146	2076	100002	110.70	0.00626	-0.00024	-0.05215	0.99860 
39.533	2015-01-01 00:04:13.400	0.0000	-0.1016	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2584	41.0400	3	-186	0	2050	2152	2035	2184	1	38961.31	0.00641	-0.00024	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.500	0.0005	-0.1025	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2694	41.0400	0	-185	-1	2051	2151	2043	2159	1	38961.31	0.00635	-0.00024	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.600	-0.0005	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2859	41.0400	1	-184	0	2165	2026	2200	2062	1	38961.31	0.00616	-0.00021	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.700	0.0010	-0.1016	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3353	41.0300	0	-182	0	2098	2089	2130	2101	1	38961.31	0.00574	-0.00018	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.800	-0.0010	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3628	41.0200	3	-183	2	2068	2163	2037	2185	1	38961.31	0.00552	-0.00018	-0.05212	0.99860 
39.533	2015-01-01 00:04:13.900	-0.0005	-0.1040	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3518	41.0200	4	-182	-1	2047	2156	2042	2167	100002	110.70	0.00558	-0.00018	-0.05212	0.99860 
39.533	2015-01-01 00:04:14.000	-0.0005	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3134	41.0400	4	-183	-2	2056	2142	2048	2169	100002	110.70	0.00595	-0.00021	-0.05215	0.99860 
39.533	2015-01-01 00:04:14.100	-0.0005	-0.1025	0.9800	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3243	41.0400	3	-186	0	2059	2159	2046	2173	100002	110.70	0.00583	-0.00021	-0.05215	0.99860 
39.533	2015-01-01 00:04:14.200	0.0015	-0.1030	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3079	41.0400	5	-180	-2	2048	2160	2046	2180	100002	110.70	0.00598	-0.00024	-0.05212	0.99860 
39.533	2015-01-01 00:04:14.300	0.0005	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2914	41.0200	2	-182	3	2049	2162	2040	2177	1	38961.31	0.00616	-0.00024	-0.05212	0.99860 
39.533	2015-01-01 00:04:14.400	-0.0005	-0.1035	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2804	41.0200	2	-183	-1	2048	2160	2041	2176	100002	110.70	0.00623	-0.00024	-0.05212	0.99860 
39.534	2015-01-01 00:04:14.500	0.0010	-0.1021	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2639	41.0300	4	-183	-3	2066	2169	2046	2184	100002	110.70	0.00638	-0.00024	-0.05212	0.99860 
39.534	2015-01-01 00:04:14.600	0.0010	-0.1035	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2310	41.0200	6	-184	1	2116	2056	2193	2070	100002	110.70	0.00665	-0.00024	-0.05212	0.99860 
39.534	2015-01-01 00:04:14.700	0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2365	41.0100	0	-183	2	2049	2135	2085	2139	1	38961.31	0.00662	-0.00024	-0.05212	0.99860 
39.534	2015-01-01 00:04:14.800	-0.0020	-0.1035	0.9844	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2419	41.0200	3	-181	0	2048	2156	2047	2160	1	38961.31	0.00656	-0.00024	-0.05212	0.99860 
39.534	2015-01-01 00:04:14.900	-0.0005	-0.1001	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.2255	41.0200	1	-182	2	2058	2126	2107	2118	1	38961.31	0.00671	-0.00027	-0.05212	0.99860 
39.534	2015-01-01 00:04:15.000	0.0005	-0.1030	0.9805	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.2694	41.0300	0	-185	1	2102	2073	2151	2095	1	38961.31	0.00632	-0.00027	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.100	-0.0005	-0.1016	0.9824	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.2859	41.0300	2	-185	0	2048	2159	2041	2180	100002	110.70	0.00616	-0.00024	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.200	0.0005	-0.1025	0.9839	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3134	41.0300	0	-184	2	2081	2120	2087	2139	1	38961.31	0.00595	-0.00024	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.300	-0.0015	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3463	41.0400	1	-185	0	2048	2160	2042	2173	1	38961.31	0.00568	-0.00024	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.400	-0.0005	-0.1040	0.9795	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3134	41.0300	5	-184	0	2050	2157	2047	2171	1	38961.31	0.00595	-0.00024	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.500	0.0000	-0.1025	0.9795	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.2914	41.0400	3	-184	-1	2064	2145	2063	2153	100002	110.70	0.00613	-0.00024	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.600	0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2694	41.0300	2	-180	0	2050	2161	2041	2179	100002	110.70	0.00632	-0.00027	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.700	-0.0015	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2694	41.0200	4	-186	3	2048	2162	2040	2170	1	38961.31	0.00635	-0.00031	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.800	-0.0005	-0.1035	0.9810	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2310	41.0400	5	-185	3	2049	2162	2046	2162	1	38961.31	0.00665	-0.00034	-0.05209	0.99860 
39.534	2015-01-01 00:04:15.900	-0.0005	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1980	41.0100	4	-182	1	2048	2159	2041	2181	100002	110.70	0.00696	-0.00037	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.000	0.0010	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1650	41.0400	3	-186	-3	2048	2158	2042	2174	100002	110.70	0.00723	-0.00037	-0.05212	0.99860 
39.534	2015-01-01 00:04:16.100	0.0005	-0.1021	0.9805	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1211	41.0300	5	-181	0	2046	2159	2037	2185	1	38961.31	0.00763	-0.00037	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.200	-0.0010	-0.1016	0.9834	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1101	41.0300	1	-181	0	2048	2164	2055	2146	1	38961.31	0.00769	-0.00037	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.300	-0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1156	41.0400	7	-183	2	2088	2090	2149	2074	1	38961.31	0.00766	-0.00037	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.400	0.0010	-0.1021	0.9829	0.0000	0.0000	0.0000	-5.9711	0.0000	179.0497	41.0500	6	-183	6	2109	2066	2183	2048	1	38961.31	0.00827	-0.00040	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.500	0.0005	-0.1030	0.9810	0.0000	0.0000	0.0000	-5.9711	0.0000	179.0607	41.0400	2	-182	-1	2048	2166	2035	2198	100002	110.70	0.00815	-0.00040	-0.05209	0.99860 
39.534	2015-01-01 00:04:16.600	0.0015	-0.1016	0.9819	0.0000	0.0000	0.0000	-5.9711	0.0000	179.0991	41.0300	2	-181	0	2158	2047	2174	2106	1	38961.31	0.00781	-0.00037	-0.05206	0.99860 
39.534	2015-01-01 00:04:16.700	0.0005	-0.1025	0.9805	0.0000	0.0000	0.0000	-5.9711	0.0000	179.1321	41.0300	0	-182	1	2046	2162	2061	2146	1	38961.31	0.00754	-0.00034	-0.05209	0.99860 
39.535	2015-01-01 00:04:16.800	0.0015	-0.1040	0.9849	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.1815	41.0300	-1	-184	1	2050	2164	2047	2173	1	38961.31	0.00708	-0.00031	-0.05209	0.99860 
39.535	2015-01-01 00:04:16.900	-0.0010	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.1815	41.0200	5	-185	0	2047	2147	2088	2118	1	38961.31	0.00711	-0.00031	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.000	-0.0005	-0.1030	0.9839	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.1650	41.0400	3	-181	-2	2049	2163	2045	2181	100002	110.70	0.00726	-0.00031	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.100	0.0000	-0.1025	0.9814	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.1760	41.0300	0	-184	3	2112	2110	2087	2141	1	38961.31	0.00711	-0.00031	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.200	0.0010	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9656	-0.0055	179.2200	41.0500	0	-183	-1	2090	2118	2100	2129	100002	110.70	0.00677	-0.00027	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.300	0.0000	-0.1030	0.9800	0.0000	0.0000	0.0000	-5.9656	-0.0055	179.2310	41.0400	3	-182	0	2111	2086	2143	2094	1	38961.31	0.00668	-0.00027	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.400	-0.0005	-0.1025	0.9844	0.0000	0.0000	0.0000	-5.9656	-0.0055	179.2474	41.0500	3	-183	0	2047	2167	2043	2185	100002	110.70	0.00653	-0.00027	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.500	-0.0005	-0.1030	0.9800	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.2474	41.0200	3	-181	1	2047	2159	2050	2165	100002	110.70	0.00650	-0.00027	-0.05206	0.99860 
39.535	2015-01-01 00:04:17.600	-0.0005	-0.1016	0.9810	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2694	41.0400	2	-180	-4	2058	2164	2048	2175	100002	110.70	0.00635	-0.00027	-0.05209	0.99860 
39.535	2015-01-01 00:04:17.700	0.0010	-0.1035	0.9805	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2749	41.0300	2	-183	-4	2170	2016	2222	2044	100002	110.70	0.00629	-0.00027	-0.05209	0.99860 
39.535	2015-01-01 00:04:17.800	0.0000	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.2859	41.0400	1	-179	0	2047	2161	2055	2140	100002	110.70	0.00620	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:17.900	0.0010	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3134	41.0300	2	-180	1	2046	2164	2039	2184	100002	110.70	0.00592	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.000	-0.0005	-0.1021	0.9805	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3134	41.0300	0	-182	1	2116	2059	2191	2044	100002	110.70	0.00595	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.100	0.0010	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3628	41.0300	0	-184	0	2048	2164	2048	2167	1	38961.31	0.00552	-0.00021	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.200	0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3408	41.0400	4	-181	-2	2049	2162	2038	2185	100002	110.70	0.00574	-0.00021	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.300	0.0000	-0.1016	0.9829	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3298	41.0400	0	-183	0	2170	2018	2220	2047	1	38961.31	0.00583	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.400	0.0000	-0.1035	0.9810	0.0000	0.0000	0.0000	-5.9711	-0.0055	179.3353	41.0400	2	-185	0	2047	2162	2044	2166	100002	110.70	0.00577	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.500	-0.0005	-0.1016	0.9805	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3298	41.0300	3	-181	1	2049	2157	2046	2167	1	38961.31	0.00583	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.600	-0.0005	-0.1025	0.9834	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3024	41.0500	0	-181	1	2046	2165	2040	2180	1	38961.31	0.00601	-0.00024	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.700	0.0000	-0.1016	0.9819	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2749	41.0400	5	-184	0	2153	2019	2194	2084	100002	110.70	0.00629	-0.00027	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.800	-0.0010	-0.1045	0.9824	0.0000	0.0000	0.0000	-5.9711	0.0000	179.2529	41.0500	3	-183	-1	2089	2137	2046	2175	1	38961.31	0.00647	-0.00031	-0.05209	0.99860 
39.535	2015-01-01 00:04:18.900	0.0000	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9766	0.0000	179.2804	41.0400	0	-182	0	2121	2055	2199	2043	1	38961.31	0.00623	-0.00031	-0.05212	0.99860 
39.535	2015-01-01 00:04:19.000	0.0000	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3134	41.0400	0	-183	0	2046	2168	2041	2183	1	38961.31	0.00592	-0.00027	-0.05212	0.99860 
39.535	2015-01-01 00:04:19.100	-0.0005	-0.1030	0.9805	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3024	41.0500	3	-183	-1	2044	2167	2041	2180	100002	110.70	0.00604	-0.00031	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.200	-0.0010	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.2694	41.0500	3	-181	0	2047	2166	2037	2189	1	38961.31	0.00635	-0.00031	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.300	0.0000	-0.1030	0.9800	0.0000	0.0000	0.0000	-5.9766	0.0000	179.2859	41.0300	2	-182	-1	2177	2020	2222	2042	100002	110.70	0.00616	-0.00031	-0.05215	0.99860 
39.536	2015-01-01 00:04:19.400	0.0000	-0.1016	0.9814	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3134	41.0300	-1	-183	-4	2043	2171	2041	2165	100002	110.70	0.00592	-0.00031	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.500	0.0005	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3463	41.0400	4	-178	0	2042	2174	2039	2193	100002	110.70	0.00568	-0.00027	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.600	0.0005	-0.1035	0.9800	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3573	41.0400	1	-180	0	2044	2169	2042	2183	100002	110.70	0.00555	-0.00027	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.700	0.0005	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3683	41.0400	3	-182	-1	2046	2170	2045	2172	100002	110.70	0.00546	-0.00027	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.800	0.0010	-0.1025	0.9834	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3298	41.0300	3	-183	0	2044	2171	2041	2181	100002	110.70	0.00580	-0.00027	-0.05212	0.99860 
39.536	2015-01-01 00:04:19.900	-0.0015	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9711	0.0000	179.3243	41.0400	3	-181	-2	2047	2167	2039	2188	100002	110.70	0.00586	-0.00027	-0.05212	0.99860 
39.536	2015-01-01 00:04:20.000	0.0000	-0.1040	0.9824	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3188	41.0400	1	-182	-1	2044	2164	2042	2179	100002	110.70	0.00592	-0.00024	-0.05212	0.99860 
39.536	2015-01-01 00:04:20.100	0.0000	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0300	2	-182	1	2044	2169	2043	2181	1	38961.31	0.00562	-0.00024	-0.05212	0.99860 
39.536	2015-01-01 00:04:20.200	0.0000	-0.1016	0.9834	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0300	3	-180	0	2044	2169	2046	2175	1	38961.31	0.00558	-0.00024	-0.05212	0.99860 
39.536	2015-01-01 00:04:20.300	0.0010	-0.1030	0.9839	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3738	41.0300	0	-184	0	2045	2167	2047	2161	1	38961.31	0.00540	-0.00024	-0.05215	0.99860 
39.536	2015-01-01 00:04:20.400	0.0000	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3903	41.0300	1	-182	-1	2044	2172	2046	2170	100002	110.70	0.00528	-0.00021	-0.05212	0.99860 
39.537	2015-01-01 00:04:20.500	0.0000	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0400	3	-180	-2	2044	2172	2041	2191	100002	110.70	0.00558	-0.00024	-0.05212	0.99860 
39.537	2015-01-01 00:04:20.600	-0.0010	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3408	41.0400	1	-181	-2	2045	2168	2046	2179	100002	110.70	0.00571	-0.00024	-0.05215	0.99860 
39.537	2015-01-01 00:04:20.700	0.0010	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0300	5	-184	-1	2045	2165	2046	2177	100002	110.70	0.00558	-0.00024	-0.05215	0.99860 
39.537	2015-01-01 00:04:20.800	-0.0010	-0.1030	0.9795	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3518	41.0300	2	-186	3	2041	2174	2035	2185	1	38961.31	0.00558	-0.00024	-0.05215	0.99860 
39.537	2015-01-01 00:04:20.900	0.0010	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3353	41.0300	4	-181	0	2044	2174	2040	2184	100002	110.70	0.00574	-0.00024	-0.05215	0.99860 
39.537	2015-01-01 00:04:21.000	0.0000	-0.1040	0.9824	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3188	41.0400	2	-184	-2	2045	2173	2042	2179	100002	110.70	0.00589	-0.00024	-0.05215	0.99860 
39.537	2015-01-01 00:04:21.100	0.0005	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3188	41.0400	2	-180	-1	2044	2172	2043	2184	100002	110.70	0.00592	-0.00027	-0.05215	0.99860 
39.537	2015-01-01 00:04:21.200	-0.0005	-0.1030	0.9805	0.0000	0.0000	0.0000	-5.9766	0.0000	179.2749	41.0300	6	-180	-1	2044	2171	2042	2185	100002	110.70	0.00629	-0.00031	-0.05212	0.99860 
