StartTime: 2017-06-22 22:50:08.967
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	q0	q1	q2	q3 
39.449	2015-01-01 00:00:59.600	0.0156	-0.1074	0.9805	-1.7700	1.3428	-0.2441	-7.0258	-0.1868	-179.3408	36.3800	-1	-184	2	2175	2018	2220	2056	100002	110.70	0.00558	-0.00198	0.06128	-0.99808 
39.449	2015-01-01 00:00:59.700	0.0161	-0.1069	0.9805	-1.6479	1.4038	-0.2441	-7.1521	-0.1044	-179.4122	36.4200	0	-182	5	2045	2161	2030	2190	1	38961.31	0.00504	-0.00122	0.06238	-0.99802 
39.449	2015-01-01 00:00:59.800	0.0181	-0.1074	0.9814	-1.7700	1.4038	-0.2441	-7.2620	-0.0220	-179.4287	36.5000	-2	-183	5	2171	2015	2220	2042	1	38961.31	0.00491	-0.00049	0.06335	-0.99796 
39.449	2015-01-01 00:00:59.900	0.0156	-0.1060	0.9814	-1.7700	1.3428	-0.2441	-7.3718	0.0494	-179.5001	36.5300	0	-185	5	2044	2155	2018	2211	1	38961.31	0.00436	0.00015	0.06430	-0.99789 
39.449	2015-01-01 00:01:0.000	0.0151	-0.1089	0.9829	-1.7700	1.3428	-0.1831	-7.4762	0.1154	-179.5496	36.5900	0	-185	4	2163	2018	2221	2042	1	38961.31	0.00394	0.00076	0.06522	-0.99783 
39.449	2015-01-01 00:01:0.100	0.0137	-0.1064	0.9810	0.0000	0.0000	0.0000	-7.4103	0.0604	-179.5276	36.6500	-1	-183	2	2045	2166	2034	2200	1	38961.31	0.00412	0.00031	0.06464	-0.99789 
39.449	2015-01-01 00:01:0.200	0.0166	-0.1064	0.9805	0.0000	0.0000	0.0000	-7.3389	0.0055	-179.5386	36.7000	0	-182	2	2174	2018	2220	2042	1	38961.31	0.00400	-0.00018	0.06403	-0.99792 
39.449	2015-01-01 00:01:0.300	0.0151	-0.1055	0.9829	0.0000	0.0000	0.0000	-7.2729	-0.0439	-179.5496	36.7400	0	-181	4	2075	2158	2030	2205	1	38961.31	0.00385	-0.00064	0.06342	-0.99796 
39.450	2015-01-01 00:01:0.400	0.0166	-0.1069	0.9834	0.0000	0.0000	0.0000	-7.2070	-0.0989	-179.5276	36.7700	-3	-181	6	2045	2170	2039	2191	1	38961.31	0.00403	-0.00110	0.06284	-0.99799 
39.450	2015-01-01 00:01:0.500	0.0156	-0.1074	0.9834	0.0000	0.0000	0.0000	-7.1466	-0.1483	-179.4946	36.8100	-2	-182	5	2044	2168	2031	2199	1	38961.31	0.00430	-0.00156	0.06232	-0.99802 
39.450	2015-01-01 00:01:0.600	0.0161	-0.1084	0.9814	0.0000	0.0000	0.0000	-7.0917	-0.1923	-179.4946	36.8400	-1	-184	1	2094	2084	2160	2067	100002	110.70	0.00424	-0.00192	0.06186	-0.99805 
39.450	2015-01-01 00:01:0.700	0.0156	-0.1064	0.9849	0.0000	0.0000	0.0000	-7.0367	-0.2307	-179.4727	36.8800	-2	-182	5	2172	2017	2221	2043	1	38961.31	0.00443	-0.00232	0.06137	-0.99808 
39.450	2015-01-01 00:01:0.800	0.0161	-0.1084	0.9834	0.0000	0.0000	0.0000	-6.9873	-0.2747	-179.4562	36.9100	-3	-184	8	2141	2046	2170	2104	1	38961.31	0.00458	-0.00269	0.06094	-0.99811 
39.450	2015-01-01 00:01:0.900	0.0161	-0.1055	0.9824	0.0000	0.0000	0.0000	-6.9434	-0.3076	-179.4342	36.9400	-2	-184	8	2092	2120	2048	2183	1	38961.31	0.00470	-0.00299	0.06055	-0.99814 
39.450	2015-01-01 00:01:1.000	0.0166	-0.1079	0.9834	0.0000	0.0000	0.0000	-6.8994	-0.3461	-179.4287	36.9800	0	-185	5	2131	2038	2215	2051	1	38961.31	0.00476	-0.00333	0.06018	-0.99817 
39.450	2015-01-01 00:01:1.100	0.0127	-0.1064	0.9810	0.0000	0.0000	0.0000	-6.8555	-0.3790	-179.4562	37.0300	1	-185	4	2159	2019	2220	2042	100002	110.70	0.00452	-0.00360	0.05978	-0.99817 
39.450	2015-01-01 00:01:1.200	0.0161	-0.1064	0.9844	0.0000	0.0000	0.0000	-6.8170	-0.4120	-179.4781	37.0700	0	-184	6	2044	2175	2034	2196	1	38961.31	0.00430	-0.00388	0.05942	-0.99820 
39.450	2015-01-01 00:01:1.300	0.0171	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.7786	-0.4449	-179.4946	37.1000	1	-184	4	2052	2182	2037	2200	1	38961.31	0.00412	-0.00412	0.05911	-0.99823 
39.450	2015-01-01 00:01:1.400	0.0161	-0.1064	0.9844	0.0000	0.0000	0.0000	-6.7401	-0.4669	-179.4836	37.1400	-4	-186	8	2054	2175	2040	2186	1	38961.31	0.00424	-0.00436	0.05881	-0.99823 
39.450	2015-01-01 00:01:1.500	0.0146	-0.1069	0.9834	0.0000	0.0000	0.0000	-6.7072	-0.4944	-179.4507	37.1700	0	-186	5	2042	2172	2037	2191	1	38961.31	0.00449	-0.00461	0.05850	-0.99826 
39.450	2015-01-01 00:01:1.600	0.0156	-0.1069	0.9834	0.0000	0.0000	0.0000	-6.6742	-0.5164	-179.4562	37.2200	-3	-181	6	2043	2173	2039	2191	1	38961.31	0.00446	-0.00479	0.05820	-0.99826 
39.450	2015-01-01 00:01:1.700	0.0142	-0.1060	0.9844	0.0000	0.0000	0.0000	-6.6467	-0.5383	-179.4452	37.2400	-4	-184	6	2062	2128	2117	2102	1	38961.31	0.00452	-0.00500	0.05795	-0.99829 
39.450	2015-01-01 00:01:1.800	0.0176	-0.1074	0.9824	0.0000	0.0000	0.0000	-6.6193	-0.5603	-179.4342	37.2900	0	-184	6	2047	2164	2041	2187	1	38961.31	0.00461	-0.00519	0.05771	-0.99829 
39.450	2015-01-01 00:01:1.900	0.0146	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.5918	-0.5823	-179.4397	37.3200	-2	-186	8	2043	2172	2032	2205	1	38961.31	0.00458	-0.00534	0.05750	-0.99829 
39.450	2015-01-01 00:01:2.000	0.0142	-0.1079	0.9814	0.0000	0.0000	0.0000	-6.5643	-0.5988	-179.4067	37.3400	-4	-183	6	2045	2169	2040	2185	1	38961.31	0.00482	-0.00552	0.05725	-0.99832 
39.451	2015-01-01 00:01:2.100	0.0146	-0.1060	1.0005	0.0000	0.0000	0.0000	-6.5424	-0.6152	-179.3573	37.3600	-3	-184	8	2043	2172	2033	2195	1	38961.31	0.00525	-0.00568	0.05707	-0.99832 
39.451	2015-01-01 00:01:2.200	0.0186	-0.1040	0.9785	0.0000	0.0000	0.0000	-6.5149	-0.6317	-179.3408	37.3800	-2	-184	7	2044	2170	2029	2213	1	38961.31	0.00537	-0.00583	0.05682	-0.99835 
39.451	2015-01-01 00:01:2.300	0.0181	-0.1001	0.9756	0.0000	0.0000	0.0000	-6.4984	-0.6482	-179.3188	37.4200	0	-182	10	2046	2165	2028	2203	1	38961.31	0.00558	-0.00598	0.05664	-0.99835 
39.451	2015-01-01 00:01:2.400	0.0161	-0.1069	0.9805	0.0000	-0.0610	0.0000	-6.4819	-0.6647	-179.3408	37.4400	-1	-183	7	2044	2167	2031	2187	1	38961.31	0.00537	-0.00613	0.05649	-0.99835 
39.451	2015-01-01 00:01:2.500	0.0137	-0.1094	0.9951	0.0000	0.0000	0.0610	-6.4600	-0.6812	-179.3518	37.4600	-1	-185	2	2169	2016	2221	2044	1	38961.31	0.00528	-0.00629	0.05630	-0.99835 
39.451	2015-01-01 00:01:2.600	0.0166	-0.1006	0.9678	-0.1221	0.0000	0.0610	-6.4435	-0.6976	-179.3848	37.4700	0	-185	4	2172	2017	2220	2042	100002	110.70	0.00497	-0.00638	0.05615	-0.99838 
39.451	2015-01-01 00:01:2.700	0.0166	-0.1035	0.9839	0.0000	-0.1221	0.0000	-6.4215	-0.7141	-179.3628	37.5000	-4	-184	3	2045	2170	2034	2193	100002	110.70	0.00516	-0.00653	0.05600	-0.99838 
39.451	2015-01-01 00:01:2.800	0.0142	-0.1094	0.9883	0.0000	0.0000	0.0000	-6.4105	-0.7251	-179.3573	37.5500	-2	-182	4	2042	2179	2040	2185	1	38961.31	0.00519	-0.00662	0.05588	-0.99838 
39.451	2015-01-01 00:01:2.900	0.0127	-0.1035	0.9697	0.0000	0.0610	0.0000	-6.3940	-0.7306	-179.3738	37.5600	0	-183	8	2041	2176	2038	2188	1	38961.31	0.00507	-0.00668	0.05573	-0.99838 
39.451	2015-01-01 00:01:3.000	0.0161	-0.1064	0.9805	0.0000	0.0000	0.0000	-6.3831	-0.7471	-179.3903	37.5800	0	-185	7	2044	2174	2039	2190	1	38961.31	0.00491	-0.00681	0.05563	-0.99841 
39.451	2015-01-01 00:01:3.100	0.0161	-0.1021	0.9800	0.0000	0.0000	0.0000	-6.3666	-0.7526	-179.4177	37.6100	0	-183	2	2044	2170	2043	2179	1	38961.31	0.00467	-0.00687	0.05551	-0.99841 
39.451	2015-01-01 00:01:3.200	0.0161	-0.1079	0.9873	0.0000	0.0000	0.0000	-6.3611	-0.7635	-179.4562	37.6300	-1	-185	5	2045	2170	2037	2187	1	38961.31	0.00433	-0.00693	0.05545	-0.99841 
39.451	2015-01-01 00:01:3.300	0.0137	-0.1050	0.9761	0.0000	0.0000	0.0000	-6.3446	-0.7745	-179.4617	37.6500	-3	-181	4	2043	2170	2028	2209	1	38961.31	0.00427	-0.00702	0.05530	-0.99841 
39.451	2015-01-01 00:01:3.400	0.0161	-0.1060	0.9800	0.0000	0.0000	0.0000	-6.3336	-0.7855	-179.4397	37.6600	-3	-184	7	2044	2170	2034	2195	1	38961.31	0.00446	-0.00714	0.05521	-0.99841 
39.451	2015-01-01 00:01:3.500	0.0142	-0.1074	0.9854	0.0000	0.0000	0.0000	-6.3226	-0.7855	-179.4232	37.6800	-1	-182	6	2044	2170	2035	2191	1	38961.31	0.00461	-0.00714	0.05511	-0.99841 
39.451	2015-01-01 00:01:3.600	0.0186	-0.1084	0.9829	0.0000	0.0000	0.0610	-6.3171	-0.7965	-179.4067	37.7100	-2	-182	1	2045	2168	2037	2183	100002	110.70	0.00473	-0.00726	0.05508	-0.99841 
39.451	2015-01-01 00:01:3.700	0.0132	-0.1069	0.9795	0.0000	0.0000	0.0000	-6.3062	-0.8020	-179.3793	37.7300	-4	-184	6	2075	2128	2106	2111	1	38961.31	0.00497	-0.00729	0.05496	-0.99844 
39.451	2015-01-01 00:01:3.800	0.0142	-0.1069	0.9834	0.0000	0.0000	0.0000	-6.3007	-0.8130	-179.3848	37.7200	-1	-186	5	2046	2165	2031	2203	1	38961.31	0.00494	-0.00739	0.05490	-0.99844 
39.451	2015-01-01 00:01:3.900	0.0176	-0.1050	0.9810	-0.0610	0.0610	0.0610	-6.2842	-0.8185	-179.3793	37.7700	0	-185	4	2046	2160	2026	2203	1	38961.31	0.00497	-0.00745	0.05481	-0.99844 
39.451	2015-01-01 00:01:4.000	0.0151	-0.1064	0.9814	0.0000	-0.0610	0.0000	-6.2842	-0.8240	-179.3903	37.8000	-2	-184	3	2172	2017	2220	2042	1	38961.31	0.00485	-0.00745	0.05478	-0.99844 
39.451	2015-01-01 00:01:4.100	0.0146	-0.1069	0.9858	0.0000	0.0000	0.0000	-6.2732	-0.8240	-179.4012	37.8200	0	-183	3	2043	2170	2028	2204	1	38961.31	0.00476	-0.00748	0.05469	-0.99844 
39.451	2015-01-01 00:01:4.200	0.0156	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.2622	-0.8295	-179.4067	37.8300	-2	-185	6	2042	2177	2036	2190	1	38961.31	0.00473	-0.00754	0.05463	-0.99844 
39.451	2015-01-01 00:01:4.300	0.0146	-0.1040	0.9834	0.0000	0.0000	0.0000	-6.2567	-0.8350	-179.4122	37.8500	-1	-184	4	2040	2185	2036	2194	100002	110.70	0.00470	-0.00754	0.05453	-0.99844 
39.452	2015-01-01 00:01:4.400	0.0142	-0.1050	0.9854	0.0000	0.0000	0.0000	-6.2512	-0.8350	-179.4397	37.8700	0	-183	1	2064	2170	2040	2179	100002	110.70	0.00443	-0.00754	0.05447	-0.99847 
39.452	2015-01-01 00:01:4.500	0.0156	-0.1074	0.9839	0.0000	0.0000	0.0000	-6.2402	-0.8350	-179.4672	37.9000	0	-185	5	2042	2177	2033	2196	1	38961.31	0.00421	-0.00757	0.05441	-0.99847 
39.452	2015-01-01 00:01:4.600	0.0142	-0.1055	0.9814	0.0000	0.0000	0.0000	-6.2347	-0.8405	-179.5111	37.9200	1	-182	3	2042	2177	2037	2188	1	38961.31	0.00381	-0.00757	0.05435	-0.99847 
39.452	2015-01-01 00:01:4.700	0.0151	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.2292	-0.8405	-179.5551	37.9400	0	-184	3	2043	2173	2033	2205	1	38961.31	0.00342	-0.00757	0.05432	-0.99847 
39.452	2015-01-01 00:01:4.800	0.0137	-0.1035	0.9819	0.0000	0.0000	0.0000	-6.2238	-0.8459	-179.6045	37.9400	2	-181	5	2045	2167	2039	2191	1	38961.31	0.00299	-0.00754	0.05426	-0.99847 
39.452	2015-01-01 00:01:4.900	0.0151	-0.1079	0.9834	0.0000	0.0000	0.0000	-6.2183	-0.8459	-179.6265	37.9500	0	-187	6	2043	2168	2033	2191	1	38961.31	0.00284	-0.00754	0.05423	-0.99847 
39.452	2015-01-01 00:01:5.000	0.0146	-0.1050	0.9844	0.0000	0.0000	0.0000	-6.2128	-0.8459	-179.6649	37.9800	0	-184	3	2044	2169	2037	2186	1	38961.31	0.00247	-0.00754	0.05420	-0.99847 
39.452	2015-01-01 00:01:5.100	0.0151	-0.1069	0.9849	0.0000	0.0000	0.0000	-6.2128	-0.8459	-179.6924	37.9900	0	-182	2	2044	2175	2030	2204	1	38961.31	0.00223	-0.00754	0.05417	-0.99847 
39.452	2015-01-01 00:01:5.200	0.0151	-0.1060	0.9834	0.0000	0.0000	0.0000	-6.2073	-0.8514	-179.6979	38.0000	0	-183	2	2043	2167	2033	2200	100002	110.70	0.00220	-0.00754	0.05411	-0.99847 
39.452	2015-01-01 00:01:5.300	0.0156	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.2018	-0.8514	-179.7308	38.0300	4	-183	6	2044	2166	2031	2204	1	38961.31	0.00189	-0.00754	0.05408	-0.99850 
39.452	2015-01-01 00:01:5.400	0.0161	-0.1064	0.9834	0.0000	0.0000	0.0000	-6.1963	-0.8514	-179.7913	38.0400	0	-184	6	2044	2168	2034	2194	1	38961.31	0.00137	-0.00754	0.05405	-0.99850 
39.452	2015-01-01 00:01:5.500	0.0146	-0.1069	0.9824	0.0000	0.0000	0.0000	-6.1908	-0.8514	-179.7858	38.0600	0	-183	0	2172	2017	2220	2043	100002	110.70	0.00140	-0.00754	0.05402	-0.99850 
39.452	2015-01-01 00:01:5.600	0.0156	-0.1060	0.9810	0.0000	0.0000	0.0000	-6.1908	-0.8569	-179.8187	38.0800	1	-182	1	2169	2018	2194	2085	100002	110.70	0.00113	-0.00754	0.05399	-0.99850 
39.452	2015-01-01 00:01:5.700	0.0151	-0.1064	0.9858	0.0000	0.0000	0.0000	-6.1853	-0.8569	-179.8022	38.1200	0	-182	3	2178	2020	2220	2041	1	38961.31	0.00125	-0.00754	0.05392	-0.99850 
39.452	2015-01-01 00:01:5.800	0.0151	-0.1069	0.9814	0.0000	0.0000	0.0000	-6.1798	-0.8569	-179.8517	38.1200	2	-183	3	2042	2175	2036	2194	1	38961.31	0.00085	-0.00754	0.05392	-0.99850 
39.452	2015-01-01 00:01:5.900	0.0146	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.1798	-0.8569	-179.8572	38.1200	-1	-186	3	2194	2041	2171	2099	1	38961.31	0.00079	-0.00754	0.05389	-0.99850 
39.452	2015-01-01 00:01:6.000	0.0132	-0.1064	0.9810	0.0000	0.0000	0.0000	-6.1798	-0.8569	-179.8407	38.1400	-1	-186	4	2042	2175	2038	2191	1	38961.31	0.00095	-0.00754	0.05389	-0.99850 
39.452	2015-01-01 00:01:6.100	0.0156	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1743	-0.8569	-179.8407	38.1600	0	-186	6	2043	2176	2033	2204	1	38961.31	0.00095	-0.00754	0.05386	-0.99850 
39.452	2015-01-01 00:01:6.200	0.0142	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1743	-0.8569	-179.8627	38.1600	2	-181	3	2042	2174	2031	2199	100002	110.70	0.00076	-0.00754	0.05383	-0.99850 
39.452	2015-01-01 00:01:6.300	0.0146	-0.1060	0.9854	0.0000	0.0000	0.0000	-6.1688	-0.8569	-179.8737	38.1900	0	-183	5	2044	2168	2036	2192	1	38961.31	0.00067	-0.00754	0.05380	-0.99850 
39.452	2015-01-01 00:01:6.400	0.0146	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.1688	-0.8569	-179.8846	38.2200	0	-182	6	2044	2169	2036	2182	1	38961.31	0.00055	-0.00754	0.05380	-0.99850 
39.452	2015-01-01 00:01:6.500	0.0161	-0.1050	0.9849	0.0000	0.0000	0.0000	-6.1633	-0.8569	-179.8737	38.2300	-1	-187	6	2177	2019	2219	2041	1	38961.31	0.00064	-0.00754	0.05377	-0.99850 
39.452	2015-01-01 00:01:6.600	0.0156	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.1633	-0.8569	-179.8792	38.2300	0	-186	4	2045	2172	2032	2203	1	38961.31	0.00061	-0.00757	0.05374	-0.99850 
39.452	2015-01-01 00:01:6.700	0.0146	-0.1045	0.9844	0.0000	0.0000	0.0000	-6.1578	-0.8569	-179.8956	38.2700	2	-184	1	2053	2156	2075	2135	100002	110.70	0.00046	-0.00754	0.05371	-0.99850 
39.453	2015-01-01 00:01:6.800	0.0151	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.1578	-0.8569	-179.9176	38.2500	0	-183	2	2173	2018	2221	2043	1	38961.31	0.00031	-0.00754	0.05371	-0.99850 
39.453	2015-01-01 00:01:6.900	0.0156	-0.1069	0.9829	0.0000	0.0000	0.0000	-6.1523	-0.8569	-179.9231	38.2800	-1	-182	0	2044	2165	2032	2200	1	38961.31	0.00024	-0.00751	0.05368	-0.99850 
39.453	2015-01-01 00:01:7.000	0.0142	-0.1064	0.9819	0.0000	0.0000	0.0000	-6.1523	-0.8569	-179.8956	38.3000	0	-180	1	2044	2161	2025	2208	1	38961.31	0.00049	-0.00754	0.05368	-0.99850 
39.453	2015-01-01 00:01:7.100	0.0156	-0.1060	0.9854	0.0000	0.0000	0.0000	-6.1523	-0.8569	-179.9121	38.3200	-1	-182	0	2172	2018	2220	2042	100002	110.70	0.00034	-0.00754	0.05368	-0.99850 
39.453	2015-01-01 00:01:7.200	0.0156	-0.1060	0.9824	0.0000	0.0000	0.0000	-6.1523	-0.8569	-179.8956	38.3100	1	-181	1	2174	2018	2219	2040	1	38961.31	0.00046	-0.00754	0.05365	-0.99850 
39.453	2015-01-01 00:01:7.300	0.0146	-0.1069	0.9824	0.0000	0.0000	0.0000	-6.1523	-0.8569	-179.9396	38.3500	3	-182	4	2183	2022	2220	2040	1	38961.31	0.00006	-0.00754	0.05365	-0.99850 
39.453	2015-01-01 00:01:7.400	0.0146	-0.1055	0.9844	0.0000	0.0000	0.0000	-6.1469	-0.8624	-179.9945	38.3600	1	-185	2	2040	2186	2039	2193	1	38961.31	-0.00034	-0.00751	0.05365	-0.99850 
39.453	2015-01-01 00:01:7.500	0.0156	-0.1055	0.9834	0.0000	0.0000	0.0000	-6.1469	-0.8624	-179.9725	38.3600	-2	-181	2	2187	2023	2220	2040	1	38961.31	-0.00015	-0.00754	0.05365	-0.99850 
39.453	2015-01-01 00:01:7.600	0.0151	-0.1064	0.9829	0.0000	0.0000	0.0000	-6.1469	-0.8624	-179.9725	38.3900	3	-180	0	2042	2176	2041	2187	1	38961.31	-0.00018	-0.00754	0.05362	-0.99850 
39.453	2015-01-01 00:01:7.700	0.0161	-0.1060	0.9829	0.0000	0.0000	0.0000	-6.1469	-0.8624	179.9945	38.4000	0	-183	1	2043	2178	2031	2203	1	38961.31	0.00043	0.00751	-0.05362	0.99850 
39.453	2015-01-01 00:01:7.800	0.0146	-0.1050	0.9849	0.0000	0.0000	0.0000	-6.1469	-0.8624	-179.9835	38.4200	-2	-184	3	2042	2172	2031	2209	1	38961.31	-0.00027	-0.00754	0.05362	-0.99850 
39.453	2015-01-01 00:01:7.900	0.0142	-0.1069	0.9829	0.0000	0.0000	0.0000	-6.1469	-0.8624	-179.9725	38.4400	0	-183	2	2176	2019	2219	2041	100002	110.70	-0.00015	-0.00754	0.05362	-0.99850 
39.453	2015-01-01 00:01:8.000	0.0146	-0.1055	0.9839	0.0000	0.0000	0.0000	-6.1414	-0.8624	-179.9615	38.4500	-1	-183	2	2044	2169	2039	2190	1	38961.31	-0.00009	-0.00754	0.05359	-0.99850 
39.453	2015-01-01 00:01:8.100	0.0142	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1414	-0.8624	-179.9561	38.4600	-1	-183	2	2155	2072	2132	2107	1	38961.31	-0.00003	-0.00754	0.05359	-0.99850 
39.453	2015-01-01 00:01:8.200	0.0151	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.1414	-0.8624	-179.9451	38.4600	0	-183	2	2041	2173	2028	2204	100002	110.70	0.00006	-0.00754	0.05356	-0.99850 
39.453	2015-01-01 00:01:8.300	0.0151	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.1359	-0.8624	-179.9506	38.4900	2	-180	3	2045	2166	2032	2199	1	38961.31	0.00000	-0.00754	0.05356	-0.99854 
39.454	2015-01-01 00:01:8.400	0.0142	-0.1055	0.9849	0.0000	0.0000	0.0000	-6.1359	-0.8624	-179.9561	38.5100	0	-182	4	2044	2167	2035	2194	1	38961.31	-0.00006	-0.00754	0.05353	-0.99854 
39.454	2015-01-01 00:01:8.500	0.0137	-0.1074	0.9814	0.0000	0.0000	0.0000	-6.1359	-0.8624	-179.9670	38.5000	0	-181	1	2174	2018	2220	2043	1	38961.31	-0.00012	-0.00751	0.05353	-0.99854 
39.454	2015-01-01 00:01:8.600	0.0146	-0.1060	0.9854	0.0000	0.0000	0.0000	-6.1359	-0.8624	-179.9561	38.5100	0	-179	2	2044	2167	2034	2187	1	38961.31	-0.00006	-0.00754	0.05353	-0.99854 
39.454	2015-01-01 00:01:8.700	0.0142	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.1359	-0.8569	-179.9451	38.5300	0	-183	2	2044	2171	2039	2193	1	38961.31	0.00003	-0.00751	0.05353	-0.99854 
39.454	2015-01-01 00:01:8.800	0.0151	-0.1050	0.9800	0.0000	0.0000	0.0000	-6.1359	-0.8624	-179.9451	38.5400	0	-180	2	2044	2187	2040	2193	1	38961.31	0.00006	-0.00754	0.05350	-0.99854 
39.454	2015-01-01 00:01:8.900	0.0161	-0.1060	0.9810	0.0000	0.0000	0.0000	-6.1359	-0.8569	-179.9341	38.5400	0	-184	1	2040	2181	2039	2194	1	38961.31	0.00012	-0.00751	0.05350	-0.99854 
39.454	2015-01-01 00:01:9.000	0.0151	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.1304	-0.8569	-179.9286	38.5500	1	-185	3	2044	2164	2044	2179	1	38961.31	0.00018	-0.00754	0.05350	-0.99854 
39.454	2015-01-01 00:01:9.100	0.0166	-0.1064	0.9849	0.0000	0.0000	0.0000	-6.1304	-0.8569	-179.9176	38.5700	-3	-183	2	2043	2170	2038	2193	1	38961.31	0.00031	-0.00754	0.05350	-0.99854 
39.454	2015-01-01 00:01:9.200	0.0146	-0.1069	0.9819	0.0000	0.0000	0.0000	-6.1304	-0.8624	-179.9121	38.5800	2	-184	5	2088	2125	2069	2178	1	38961.31	0.00034	-0.00754	0.05350	-0.99854 
39.454	2015-01-01 00:01:9.300	0.0151	-0.1055	0.9839	0.0000	0.0000	0.0000	-6.1304	-0.8624	-179.9670	38.6100	2	-181	1	2073	2108	2108	2123	1	38961.31	-0.00012	-0.00754	0.05347	-0.99854 
39.454	2015-01-01 00:01:9.400	0.0142	-0.1050	0.9829	0.0000	0.0000	0.0000	-6.1304	-0.8569	179.9670	38.6100	4	-181	3	2112	2064	2184	2046	1	38961.31	0.00064	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:9.500	0.0156	-0.1045	0.9844	0.0000	0.0000	0.0000	-6.1304	-0.8624	179.9396	38.6200	2	-183	4	2048	2165	2039	2185	1	38961.31	0.00089	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:9.600	0.0146	-0.1055	0.9814	0.0000	0.0000	0.0000	-6.1304	-0.8624	179.9286	38.6500	2	-181	1	2173	2018	2222	2044	100002	110.70	0.00101	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:9.700	0.0156	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.1304	-0.8624	179.9341	38.6300	0	-183	0	2045	2160	2034	2163	100002	110.70	0.00095	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:9.800	0.0137	-0.1060	0.9858	0.0000	0.0000	0.0000	-6.1304	-0.8569	179.9396	38.6500	1	-186	3	2144	2055	2134	2119	1	38961.31	0.00089	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:9.900	0.0151	-0.1079	0.9824	0.0000	0.0000	0.0000	-6.1304	-0.8569	179.9451	38.6700	0	-186	2	2044	2161	2025	2201	1	38961.31	0.00085	0.00748	-0.05347	0.99854 
39.454	2015-01-01 00:01:10.000	0.0142	-0.1055	0.9824	0.0000	0.0000	0.0000	-6.1249	-0.8569	179.9506	38.6800	0	-184	2	2057	2141	2043	2189	1	38961.31	0.00079	0.00745	-0.05344	0.99854 
39.454	2015-01-01 00:01:10.100	0.0156	-0.1060	0.9839	0.0000	0.0000	0.0000	-6.1249	-0.8569	179.9725	38.6900	0	-184	1	2058	2153	2031	2171	1	38961.31	0.00058	0.00748	-0.05344	0.99854 
39.454	2015-01-01 00:01:10.200	0.0146	-0.1074	0.9814	0.0000	0.0000	0.0000	-6.1249	-0.8569	179.9780	38.6900	0	-181	0	2162	2017	2222	2043	100002	110.70	0.00055	0.00748	-0.05344	0.99854 
39.455	2015-01-01 00:01:10.300	0.0161	-0.1045	0.9844	0.0000	0.0000	0.0000	-6.1249	-0.8569	-179.9890	38.7100	-1	-185	3	2107	2071	2176	2051	1	38961.31	-0.00031	-0.00748	0.05344	-0.99854 
39.455	2015-01-01 00:01:10.400	0.0146	-0.1050	0.9829	0.0000	0.0000	0.0000	-6.1249	-0.8569	-179.9615	38.7100	0	-180	4	2068	2172	2037	2187	1	38961.31	-0.00006	-0.00751	0.05341	-0.99854 
39.455	2015-01-01 00:01:10.500	0.0137	-0.1060	0.9844	0.0000	0.0000	0.0000	-6.1249	-0.8569	-179.9561	38.7200	0	-185	3	2042	2171	2035	2192	1	38961.31	-0.00006	-0.00751	0.05341	-0.99854 
39.455	2015-01-01 00:01:10.600	0.0146	-0.1060	0.9824	0.0000	0.0000	0.0000	-6.1249	-0.8569	-179.9396	38.7400	-1	-187	4	2045	2172	2038	2193	100002	110.70	0.00009	-0.00748	0.05341	-0.99854 
39.455	2015-01-01 00:01:10.700	0.0156	-0.1050	0.9839	0.0000	0.0000	0.0000	-6.1194	-0.8569	-179.9341	38.7500	0	-184	2	2044	2168	2039	2192	100002	110.70	0.00015	-0.00751	0.05341	-0.99854 
39.455	2015-01-01 00:01:10.800	0.0137	-0.1045	0.9829	0.0000	0.0000	0.0000	-6.1194	-0.8569	-179.9506	38.7900	0	-182	3	2136	2030	2222	2043	1	38961.31	0.00000	-0.00748	0.05338	-0.99854 
